,artist_name,track_name,track_id,popularity
579,Taylor Torrence,If We Say Goodbye,6evuFziA2MjVfWwavmHdZu,25
580,Khalid,Know Your Worth,0TrPqhAMoaKUFLR7iYDokf,79
581,Gareth Emery,Yesterday (FYHYM2020),5flLk00fwKxx3fVxNoIBMX,18
582,Dustin Lynch,Momma’s House,51FVpJr3WL7vvdfCa7j2jr,71
583,Super8 & Tab,Live For Tonight,7JLopSrvKr41BqP3rDHjgY,26
584,Tyla Yaweh,Tommy Lee (feat. Post Malone),5QZKcQDp0tCcvMdyqEciBV,76
585,Key Lean,Infinity (FYHYM2020),47HejMOnv4rCaKSRsJrXuN,18
586,Pop Smoke,Invincible,792HwhrdO3ErRKL5yRe4Ge,79
587,Armin van Buuren,"A State Of Trance (ASOT 996) - Tune Of The Year 2019 Top 3, Pt. 1",7Kh32CyazzTdVEBXjKINVO,21
588,Bad Bunny,La Difícil,6NfrH0ANGmgBXyxgV2PeXt,79
589,Andrew Rayel,Everything Everything (FYHYM2020),7xYWlZVz96uViLFyehYIzc,17
590,Eminem,Gnat,6cS9PmLky2NhLOhpIsUlow,77
591,Lane 8,Keep On - Mixed,1zHQesc4xZZ5B1nl8G9dl5,20
592,Migos,Need It,6mtjo5kIHKlboGE84lf1FJ,73
593,Luke Bond,Walk Away (FYHYM2020),2sEKRPE17h3udhln7kFg5S,17
594,Claire Rosinkranz,Backyard Boy,04F42oEuKrRComYJfJuyVR,77
595,Ilan Bluestone,Black & Blue (FYHYM2020),0oQHGP2ovjrcoXU4jtlrc3,18
596,Kali Uchis,telepatía,6tDDoYIxWvMLTdKpjFkc1B,78
597,Simon Patterson,Close My Eyes,5Xzf6IzPCpmxVtAX43QfD1,25
598,Eslabon Armado,Con Tus Besos,6WYB1odDfMPVMyp1QxFInT,76
599,Assaf,Lost At Sea,01bxMdpn9t2FWsyXMbZUOe,25
600,The Kid LAROI,WRONG (feat. Lil Mosey),1EWkw4Fa6IlnsAihLUlFFM,76
601,Armin van Buuren,All On Me,5UJrCYYwiaJnkBNIZdsiRO,25
602,Playboi Carti,Vamp Anthem,4CzhtKifG867Lu5DNQVBSA,73
603,Sleepy Fish,Bookshelves,38hvo3wyY1hUFttrzxFqQg,16
604,Ariana Grande,nasty,0sci7ppTZFm4mjcH3nu8yO,75
605,Philanthrope,Anemone,6fRkH2ALayG6ZNK268MlSV,16
606,salem ilese,Mad at Disney,7aGyRfJWtLqgJaZoG9lJhE,81
607,The Cog is Dead,"Blood, Sweat and Tears (Remastered 2020)",4l2PsOfcoxznZYXR7QvnTc,14
608,Ava Max,Sweet but Psycho,7DnAm9FOTWE3cUvso43HhI,81
609,Armin van Buuren,Something Real (FYHYM2020) - Cosmic Gate Remix,5eY332ZbYKvAzyRVZKKYdU,18
610,Freddie Gibbs,4 Thangs (feat. Big Sean & Hit-Boy),4wmZtoif8SGm7PDqgKrEXr,72
611,Eli & Fur,Walk The Line - Mixed,3vTiEk2yLd5KowoqPyHulh,19
612,Bad Bunny,YO VISTO ASÍ,5fROvzNghPid8mbKNDYvpJ,79
613,Ben Böhmer,Phases - Mixed,71XJL5aSkOkRZYuORRfOcp,20
614,KAROL G,"Ay, DiOs Mío!",7x4ASXYEKfQBCewcZhK776,85
615,Jordin Post,New Day - Mixed,0GPQ5q8iwCHoXD1y8e5Ikd,18
616,Sleepy Hallow,Deep End Freestyle,2AlYncTpVHKwHb55F9lF6O,73
617,Aimoon,Moonwalker (FYHYM2020),2R1CQ6OacTRZ42XAE4BYLU,17
618,Tones And I,Fly Away,5ri4zqtWhG07hIuNNDWP76,82
619,Eximinds,Lasers (FYHYM2020),2lpdYWPhpKw9Q5id9QyqK9,16
620,Adam Doleac,Another,16ayXVtAftZYobyrNsZUQv,71
621,Gareth Emery,Elise (FYHYM2020),7DYYWbDvBP2nyLs73Hssny,17
622,Juice WRLD,Can't Die,4PPLJAEYBSOcnzr9TZoqf9,74
623,Armin van Buuren,Leka (FYHYM2020),6nkMsVLzTdAII3EiyFNMWe,17
624,Jack Harlow,Tyler Herro,3w1WjD2zJqjBjDz5fwqQPJ,74
625,Leon Bolier,Perpetual (FYHYM2020),4B87Nh4tPc9F6PKhSntHcR,17
626,Lil Baby,Sum 2 Prove,2u3EyuCqqV31woqGvO9LBz,72
627,Alexander Popov,Elements (FYHYM2020),5J65uD1EIeKkWSpI0zBG8m,17
628,FLETCHER,Bitter,5Z0AM9HW78XIyZqF2BPasr,75
629,Chinese New Year Collective,Traditional Chinese New Year Song,6zZBnab1boQwonmQwiYYCV,20
630,Taylor Swift,evermore (feat. Bon Iver),3O5osWf1rSoKMwe6E9ZaXP,74
631,The Cog is Dead,The Death of the Cog (Remastered 2020),5COePbRqAjwS4DPcdEoWEy,13
632,Lil Tjay,Move On,1BPBcKcunC2olMIDEyQejT,75
633,Armin van Buuren,This I Vow,607a1hiIZ0IFkSVOgvcgcT,24
634,Stellar,Ashes,3Pj6u2KTgepyyidp5xfbHp,77
635,i_o,In My Head (Part II),56MnG9FiwqMTjv4EakbLJV,24
636,BTS,Blue & Grey,0n2moJpAEWHwaPYYjkzMDl,80
637,Roger Shah,Take Me Back,6Mn7QxoIEnOv6ygJsvZiLP,25
638,Thundercat,Funny Thing,1c5CllrZr45UBhWpIqM332,74
639,Super8 & Tab,Rooftops - Maarten de Jong Remix,1bVEYk3rL2Xsk71uvLjLAK,24
640,Ozuna,Una Locura,5y7DaS3jAc9eZzcSOoUIwU,87
641,Alexander Popov,Nothing Is Over - Roman Messer Remix,44aIPcFUPIn3ZLYzKWTX3N,24
642,Brent Faiyaz,Rehab (Winter In Paris),0zWbYGQq5O1KQd0iqzgjP6,73
643,Christy Moore,Black Is The Colour Of My True Love's Hair - Live In Dublin / Remastered 2020,1SYZYOjXCOuIo0wEwbtuX0,28
644,Rod Wave,Rags2Riches (feat. ATR Son Son),1ENdcyhqdylaLsPVgB83qq,72
645,Helloween,Years - Remastered 2020,5T9T2XqAICzSHQmpidOthc,23
646,SUSU,POOP (SHIT),3V1hoe2RGOieLpOcSiku0Q,69
647,Sheridan Grout,Under Water (FYHYM2020),1R1qeF07Ur6w8oB6WqibT5,18
648,iann dior,Sick and Tired (ft. Machine Gun Kelly and Travis Barker),0DILU9jjSTnCv1dcbUH3ib,74
649,Husman,The South (FYHYM2020),7kwtnqHTp4EPkH6DOzALSP,17
650,Taylor Swift,august,3hUxzQpSfdDqwM3ZTFQY0K,74
651,chromonicci,Oceania,4tCFAMpx8eu1AYHtsf0Bun,15
652,John Legend,Wild (feat. Gary Clark Jr.),4rVW6XqAsSaf5vOwc8FREW,75
653,The Field Tapes,Through Trees,0metDT80ZWkezmprVEhtSU,15
654,BRS Kash,Throat Baby (Go Baby),31iqpzg1ZXLLgq0L5iIwLe,70
655,ØDYSSEE,Calm,3DIlFc3fn9GBy8KhJdSQAb,16
656,H.E.R.,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown)",6MO2bfLHKykUgCChFdw91H,75
657,The Field Tapes,Cloud Carpets,4VDi31bfTUzqP42vrdWlT6,16
658,Taylor Swift,coney island (feat. The National),3k7ne7VmH43ZPWxPdvPUgR,74
659,Miscél,Inside,7a9z931Bx6gunpcVNH0AdX,15
660,Flo Milli,May I,1GcXzijYzyfMq6wryZjYW5,72
661,Tesk,p i c k m e u p,1VD8yecOuLPqx8kyt6ICI3,16
662,Doja Cat,Freak,3aA6xB0tOilDDX17fIJ0Bl,75
663,Armin van Buuren,A State Of Trance (ASOT 993) - Pre-Order: A State Of Trance Year Mix 2020,3wm1LwTXsC26RR1gEhmnlk,17
664,Ryan Hurd,Every Other Memory,3t2xlkvPsrcyia0eBaCZ53,71
665,Above & Beyond,Bittersweet & Blue (FYHYM2020) - Above & Beyond Club Mix,5Czgc1iy4p8k1S1kWJHhbz,17
666,Tai Verdes,DRUGS,0ooz46SAYMJsdOPnwW4nKK,69
667,Space Corps,5th Dimension (FYHYM2020),4vHaUmmBHfv06jGFHyTUBe,17
668,Jay Wheeler,La Curiosidad,4HYDUMY0xSpeBr0AMY9cUz,86
669,STANDERWICK,What About Us (FYHYM2020),1iP5tdhD9KIXMrhDou7BDc,17
670,Moneybagg Yo,Said Sum,3sKz6Sd72K0ofPWcJPPk6H,70
671,Chinese New Year Collective,Jiang He Shui,0ZfD9LAlGKOPrtqGyQwkpp,18
672,2 Chainz,Grey Area,6jzW19SQaLj1kLArvipGQZ,72
673,Dennis Sheperd,Losing My Mind (FYHYM2020),5wTGdpFAWLN42wRdjJmiRH,16
674,Masego,Mystery Lady (feat. Don Toliver),2Ee9amLUslOwgoJWZEpSSD,75
675,Qrion,B4 Montreal - TSHA Remix (Mixed),52Jfd9naoVkh8iQYPmfRzO,19
676,Glass Animals,Heat Waves,02MWAaffLxlfxAUY7c5dvx,80
677,Dosem,Eternal Summer - Mixed,06Exp4RhjwExplyB05Hgs9,18
678,BLACKPINK,Lovesick Girls,4Ws314Ylb27BVsvlZOy30C,78
679,Sean Tyas,Mantra - David Elston Extended Remix,4y1YGDVEQCzJutdY8UETdt,22
680,Taylor Swift,cowboy like me,1XjHRolIXL2M1EEOUsGGR4,74
681,Qrion,It's All Over - Mixed,27d7BybysxFAkygrYYUozY,19
682,$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",30QR0ndUdiiMQMA9g1PGCm,75
683,Ben Böhmer,Breathing - Boris Brejcha Remix (Mixed),6DtwPyMqylx1cdfvo3I2ET,19
684,Chase Rice,Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),1UYfAU2bwgjaM5rIIPQleC,71
685,Frost,Overtones - Mixed,4FB55vmdYfIrOrbbzlpgE4,18
686,Blake Shelton,Happy Anywhere (feat. Gwen Stefani),2DwbFtfC6sXBiVDPmju8Dd,71
687,James Dymond,What Have I Got To Lose,4RmuPsNOuLYOKLciHOxQJ2,24
688,Megan Thee Stallion,Do It On The Tip (feat. City Girls & Hot Girl Meg),2993VQSr7a2Dj5hI5xcWG0,71
689,Armin van Buuren,I Need You To Know,4u4mSxeOuRZHqC9gn1imoJ,23
690,Marshmello,OK Not To Be OK,0zzVTGyRrWpQu8Fr28NRAv,79
691,Above & Beyond,Diving Out Of Love (FYHYM2020),5NkhI5dpAxgpaVHvt5Abou,17
692,Aly & AJ,Potential Breakup Song,2ieu0FHqTpBUrMoCFVL3cb,71
693,Tyron Dixon,Destination (FYHYM2020) - Orjan Nilsen Remix,6d8k9x9w6ArvZjQebqnOX6,17
694,Carly Pearce,I Hope You’re Happy Now,0Al3wN3keprGTSgG8NBwjr,70
695,Pierre Blanche,Dimension (Year in Review 2020),6X9dzAp2Kz50KUTf9jQRXD,16
696,TWICE,I CAN'T STOP ME,37ZtpRBkHcaq6hHy0X98zn,81
697,The Cog is Dead,The Copper War (Remastered 2020),7xoePagHnUhBzux0k80yXK,13
698,El Fantasma,Cabrón y Vago - En Vivo,4nbWX2HzrOEnX4xxvYRCyU,79
699,Jazz Instrumental Relax Center,2020 Midnight Party,2F7jEjTmVE5QKeUVK0ziXE,16
700,Polo G,I Know,40j4RoqmLiivqzRObbQ4BF,73
701,Juan Rios,Cascada,6rzGm812RGQTMv2B4bCdHj,15
702,Tai Verdes,Stuck In The Middle,4y3BUo2hp0MxylfbUaqRyJ,68
703,G Mills,Ocean View,4LoEXEjzxUhEIqCRNLvo5Y,15
704,21 Savage,Glock In My Lap,6pcywuOeGGWeOQzdUyti6k,72
705,Nikhil Prakash,Horsepower (FYHYM2020),2D6ltzmnxGdXOKAxESLYV6,17
706,PARTYNEXTDOOR,BELIEVE IT,4HDCLYli2SUdkq9OjmvhSD,77
707,Eximinds,Phantom (FYHYM2020),0eyuS8KtxqCim3w53bJ8KC,17
708,Juice WRLD,Fighting Demons,0440JCJyIAmINA8KcYgFb5,73
709,Eximinds,Sonata (FYHYM2020),5si5M3VaWAVoQrs6ddvsB8,16
710,Taylor Swift,dorothea,670fUmXf4KQekzbEgaXyPA,74
711,Elysian,Moonchild (FYHYM2020),5wTvShPV1tcZLFOzACsb8I,16
712,Future,Life Is Good (feat. Drake),1K5KBOgreBi5fkEHvg5ap3,76
713,Eximinds,Aura (FYHYM2020),6CEfPxhwlDIEGQdV6Fc5yR,17
714,Andrew Jannakos,Gone Too Soon,07mnxqYqssab1EEBynCuQ4,70
715,The Pissed Alpacas,"December 31, 2020: New Years Eve",6u14kjoN1cA2vQEQbRI4nn,13
716,Sista Prod,Eyes Blue Like The Atlantic (feat. Subvrbs),0qUcpOOna3kkrwfqky85e1,76
717,Roman Messer,Dancing In The Dark with Christian Burns - Alex M.O.R.P.H. Remix,6jtTzEduELyOUHHC5ve12s,24
718,Playboi Carti,Slay3r,1eMNW1HQjF1dbb4GtnmpaX,73
719,HALIENE,Walk Through Walls - Markus Schulz Remix,4INU1yXCU8yTPphhVRoO3q,24
720,Moneybagg Yo,Said Sum (feat. City Girls & DaBaby) - Remix,7HbnX1fxCAoPa7nRVFSEFW,72
721,Craig Connelly,All For Love - Giuseppe Ottaviani Remix,68PTHnjPxaNiTevJ4WZcRV,23
722,Ariana Grande,safety net (feat. Ty Dolla $ign),14gkWVFMwdxBMyqBw1wmIg,74
723,Andrew Rayel,Never Going Down - Richard Durand Remix,6h7BTvgc2qTppdCEQMDFUu,24
724,Kygo,Lose Somebody,7xbWAw3LMgRMn4omR5yVn3,79
725,ReOrder,We Are The World,6kYIJFkbRr0LOgxNsjmuqP,24
726,Pop Smoke,Get Back,3DWjFSDEQ9IWz1mj449fB7,77
727,Alexander Popov,Stranger Inside (FYHYM2020),0fO8WQxyihoFjabQlRwhW2,16
728,Taylor Swift,betty,5kI4eCXXzyuIUXjQra0Cxi,73
729,Cosmic Gate,Universal Love (FYHYM2020),0Uun4W3qzBHyUYsAvnWuJU,16
730,Russell Dickerson,It's About Time (feat. Florida Georgia Line),7eQEnXy5vNjPv6aXVl6N26,70
731,Marsh,Lailonie - Mixed,6Q3Wta6M7zqlnxDaFbm16h,18
732,Lee Brice,Memory I Don't Mess With,7BQE1P0NUalHSvFtrxasx9,70
733,Omnia,Escape The Night (FYHYM2020),1O8KbqMHcpbCjTXAvsr58K,16
734,Machine Gun Kelly,drunk face,3k0YJnqMKRZb8swo86vCkq,73
735,Ash,Clones - 2020 - Remaster,0y069jft8vt9CAIUfO9T0v,15
736,MC Virgins,Trap Anthem,0CJgUQ8UemK2htS73Ye5U8,75
737,Astrid S,Years,6jCOvlORD28a7e1rgZJYWD,18
738,CORPSE,Cat Girls Are Ruining My Life!,4SPBwOTXgku4QvmRtMEGfW,73
739,xander.,Cozy Fire,37wFCg1zXCcFpW6iQkKi9v,15
740,Lil Uzi Vert,Yessirskiii,59JWp4PjZ9TRM8cmtaDYB1,71
741,dryhope,Ever Forward,33GGRexA8eWet5sRchpLWg,15
742,DaBaby,BLIND (feat. Young Thug),2T5NBwKRySiCR78vVk08vr,73
743,Andrew Rayel,Stars Collide,2qJ8hGBKxPnw80u8nL7S5t,23
744,iann dior,Holding On,6CN7FuZ7o1xle9TNxApGeQ,75
745,Andrew Rayel,Everything Everything,3bYfQVn7qAHNmK1sdKXEL1,23
746,Juice WRLD,Screw Juice,4F6YLjakjqWFTgC5qfEwPQ,72
747,Jorn Van Deynhoven,I Need Your Lovin' (Like The Sunshine),3pN9pKR2Aavt3SqFpBTkk4,24
748,Sebastian Yatra,Chica Ideal,21N4Buj4xsyLb218lYle61,88
749,Mads & Co.,Year 2020,1E7kvOufjivgCGLETpjvFs,6
750,Jerry Di,Mi Cuarto,6fmQjRuo7XvRFCK2qex5hQ,84
751,SAINT WKND,Girls Just Wanna Have Sun,7yJFBWii4GhQ5HKCPu7C7q,15
752,Ella Mai,Not Another Love Song,5XqDJFVCyRTm5J7cIfRmR1,72
753,goosetaf,Last Night,6euVvsxMmscZAtp3tsIJcP,14
754,Maluma,Hawái,4uoR6qeWeuL4Qeu2qJzkuG,86
755,Jenka,Void,6wKB9gUFy15TD2jpAVSYad,13
756,Joji,Daylight,6Ed1q0X8oSKSm4IIhiQbYg,74
757,Sleepy Fish,Velocities,0iV89YxzohPEDkJMzgkqBs,14
758,Playboi Carti,ILoveUIHateU,1BpKJw4RZxaFB88NE5uxXf,71
759,Aviino,London Love Letters,2WLAiZ1atVTqBgDNJq8aTi,14
760,Polo G,Be Something (feat. Lil Baby),65jw6GhwQW3Db55PxlPEpS,71
761,Seventeen Years Old And Berlin Wall,"Ten Years - (Live at Shibuya O-nest, Tokyo, 2020)",4vQwavHaQjJRuHivjFV7l1,5
762,Lauv,i'm so tired...,4vjpLMyL3ZO6aphdYr8XYw,78
763,Le Youth,Arizona - Mixed,1PwIlfKMn82TVbWMO67kqh,16
764,NAV,Turks (feat. Travis Scott),0lSZh5W0wDeurkGzLYY6hf,72
765,Spencer Brown,Pursuance - Mixed,4oz8THvCh0Oi4m6oXmjJE0,16
766,MisterWives,SUPERBLOOM,2HvtedoEeymVWrBPyAMNwZ,73
767,Spada,Part Of Me - Mixed,5eTzpDomIiL0cGwjKQhW3V,17
768,Katy Perry,Daisies,4uqh9bualXNHXXwO2wPorc,76
769,Pretty Pink,Come Back - Mixed,2Ny4zDjXXcD5YocPBVwGhn,16
770,Sam Smith,Diamonds,5hvwx5i67IwnCkjl9VHkNv,81
771,Luttrell,Lucky Ones - Leaving Laurel Remix (Mixed),0Lc0sd0Dqhi1CfiTLTUcNS,18
772,Lady Gaga,Rain On Me (with Ariana Grande),7ju97lgwC2rKQ6wwsf9no9,79
773,Above & Beyond,Reverie (FYHYM2020) - Above & Beyond Club Mix,1XExkdjQtCCAlHQvo7pRwP,16
774,CORPSE,White Tee,3qdRwIwWa5nVZnNp43uYrx,73
775,Buju Banton,400 Years,2ezZgyMOaR3T6ESsK0CSyk,12
776,Royal & the Serpent,Overwhelmed,5jjZikDrEd0by1o7V3fO4y,75
777,Stefan Nilsson,In the Night of New Year's Eve - The 2020 Version,2HO4QufOAPUdnHH9Tj9hpS,20
778,Kid Cudi,Another Day,6myUpr3GDR80Dg3zqNTmmG,71
779,The Cog is Dead,The Depths Below (Remastered 2020),0aaI5SaaLbNRpXgkmEiTz8,12
780,Wilbur Soot,I'm in Love With an E-Girl,44wBlg3Y1KSAEmaze5BXe7,73
781,Bob Marley & The Wailers,"No Woman, No Cry - Live At Rainbow Theatre, London / 1977 / Remastered 2020",255t2dDBiw8jIVQILhMjew,17
782,Taylor Swift,marjorie,12ntTeqEeTg7GAVpe8Mhpl,73
783,Rub!k,Redshift (FYHYM2020),2UbCdHlrlZcvZKBohbP5bR,16
784,YUNGBLUD,acting like that (feat. Machine Gun Kelly),6PxNpy8jOjyZ8aGCD58LpW,74
785,Rub!k,Moonwave (FYHYM2020),3DWsV9ifIbPV0UP0n8dzlV,16
786,Pop Smoke,Something Special,5kkaSMcf4BFlhRRICCKZb6,74
787,Tensteps,Ecstasy (FYHYM2020),34RMcIdMytTGOO3rxaJ3NQ,15
788,Coyote Theory,This Side of Paradise,79EkGysjP2dL5GdpeQjRxT,74
789,Eluphant,1 YEAR,1tYUQ0JVjdxcJ1xF8n2eRf,16
790,Maddie & Tae,Die From A Broken Heart,3DA4SE262k6rdEtlHteNyq,70
791,Luke Bond,Satellites (FYHYM2020),4kan4qnlyMwbvyAaY8808j,16
792,YoungBoy Never Broke Again,My Window (feat. Lil Wayne),7IECs9d4Rrlpa7tiHOCE1w,70
793,Armin van Buuren,Punisher (FYHYM2020),1VyFZmUqmoDxhjoBniI6vU,15
794,blackbear,me & ur ghost,38KsRHYE10bG0paU78gL9r,73
795,Above & Beyond,Crash (FYHYM2020),675w5klPwgx1C4A3CPuDy1,15
796,Bad Bunny,HOY COBRÉ,0tjZv2hChdHZCW1zFXpy1J,78
797,Chicane,Halcyon (Year in Review 2020) - 2020 Anniversary Rework,14rh4oxIMe4fpzWKU4c55d,15
798,JAWNY,Honeypie,6FfLg6FFqhCsrFOaHIGkg0,76
799,MaRLo,Say Hello,4XoyRcPQcCnL28jXZDNzXc,22
800,jxdn,Angels & Demons,4GUj9MfPPkjpZskxb45uiX,74
801,Will Atkinson,Telescope,4oqu4srBsP8hBb0kENkuHV,22
802,Niall Horan,Black And White,7rpNuuoMbid56XkDsx2FjE,77
803,weird inside,Wrong Way,1YhC7OQOaiSVg4LQ14x17a,14
804,G-Eazy,Still Be Friends (feat. Tory Lanez & Tyga),0JjM9bKm4wrwohMslcm892,76
805,Psalm Trees,bringmesun,0xekwqWRG4YmxY8kvfoVz2,14
806,XXXTENTACION,Riot,4aOOExMBUyxKnEYb39SrTg,73
807,Aso,comfortable,5h8oFqPXn6xP1TIPfzeX8b,14
808,Miley Cyrus,Heart Of Glass (Live from the iHeart Festival),5i7ThJfYLAzp2DyZuFpF6j,76
809,Aviino,Such Great Heights,6iad6srF2PJ2rQkxTYHW8V,14
810,Camilo,BEBÉ,7D7EH7MGyNHWSkqrszerI1,87
811,Dotlights,Anywhere But Here,5JMKnDCcY5AphCmSHwyKPG,15
812,Moneybagg Yo,Me Vs Me,1lUTmmPMAsxZBR2iK9CKDF,69
813,sadtoi,Les Vacances,4DIeKIPrZfqmb1XBfV5feA,14
814,Bad Bunny,A Tu Merced,4r9jkMEnArtWGH2rL2FZl0,79
815,Armin van Buuren,Runaway (FYHYM2020) - Fisherman Remix,3g4oW5wXQwfKHHRUGr3hjJ,16
816,Juice WRLD,I Want It,2SVx3uds6jTWALFxevIWMA,72
817,Bandēs,Borealis (Year in Review 2020),2MMMRGTs2aApnLlcgb4nQk,13
818,Eric Church,Doing Life With Me,57YkkgxAiusJPMtiSG3w3c,70
819,Tinlicker,Children (Year in Review 2020),07GL1YxvvKZLtVn3JYkLSz,15
820,Anson Seabra,Walked Through Hell,6c7N5N7amAOpeMykjlovjI,75
821,Fonzerelli,Hope (Year in Review 2020),0uB2XmHTfO1DqZPaHAFa78,15
822,BLACKPINK,Pretty Savage,1XnpzbOGptRwfJhZgLbmSr,78
823,Gabriel & Dresden,Something Bigger (FYHYM2020) - Elevven Remix,5VStaVxwjL8gummb6pi1lp,15
824,Taylor Swift,invisible string,6VsvKPJ4xjVNKpI8VVZ3SV,72
825,Johann Strauss I,"Radetzky-Marsch, Op. 228",2TPiVQ1dcV5DWloRkyQCng,27
826,blackbear,cheers (with Wiz Khalifa),41uMT21Z2Sts6UNsz19ZH5,75
827,Durante,Days Pass - Mixed,0JXVfggFoPQNZpBg5duIJw,17
828,Dierks Bentley,Gone,7IhfjcaXuXCq20ZiAA7igK,69
829,Disclosure,You & Me - Flume Remix,2ecVNoRLcktZ3VIYsan9Pw,23
830,Trippie Redd,Weeeeee,2PI3qpTqYowwMzOSQRuj73,71
831,Matt Fax,Collide - Mixed,3NlmfafnUZQDHeyI6RupYS,15
832,Rod Wave,Girl Of My Dreams,65QRS8iMQ1TsQ93fPZIZ4i,69
833,CRi,Stranger - Mixed,57mRYjtBCUVkMXidaUes2p,18
834,Wisin,Mi Niña,2bgcUk2A3jjKbCJ7KPquTi,87
835,Christmas 2020 Hits,It's the Most Wonderful Time of the Year,646ELFT5lArtnON6CfWbK2,12
836,RØNIN,ALL GIRLS ARE THE SAME,4xhWfr0tyA7BGL7eXo8KnV,75
837,Space Corps,Falling Out Of The Sky (FYHYM2020),7peOSbUi9FQDKqdUu3yUIm,15
838,Blxst,Chosen (feat. Ty Dolla $ign),1dIWPXMX4kRHj6Dt2DStUQ,73
839,Craig Connelly,Anything Like You (FYHYM2020) - Daxson Remix,0e0R1D0qM0ilnWS3ICxXFE,15
840,Ariana Grande,off the table (with The Weeknd),7E1jVNoWuemqUryI4FxsVD,74
841,ReOrder,After Tomorrow,5W0D7bSzC4bsiy4z00SR1D,22
842,Rauw Alejandro,Reloj,7r9ZhitdQBONTFOiJW5mr8,87
843,Jazz Instrumental Relax Center,New Years Celebration,0quxSclMwChee5klZHcImt,14
844,Wiz Khalifa,The Thrill,4wqzOaLxiCRy2Et8tRyNSX,74
845,Middle School,Casual,6TCjDj58R7IG3N4ahkeqEa,14
846,Filmore,Nothing's Better,1LtiNpTzzSX8qcvlPFLmeR,69
847,Montell Fish,Imagination,4GW5cnEo9EFMkKsdT0VvSd,14
848,Russ,BEST ON EARTH (feat. BIA) - Bonus,0xKBkLcF71uUQeTA7FSu4A,71
849,Blue Wednesday,Embers,0TkZAnWFp0H8HgDoGSLRkJ,14
850,Farruko,La Tóxica,15OjBeqNX3bShsGYQbteRv,87
851,invention_,Sonar,6czQS8qEliHSUvwUUKm0xz,14
852,iann dior,Pretty Girls,3fKdTr6Uv8HTb92Ih3QWxa,72
853,Blue Wednesday,Cloud Dance,4AmUdB203yT0uHUR5R0Noh,14
854,NLE Choppa,Moonlight (feat. Big Sean),1QOxaQ0QruusmKZk5G3sot,71
855,Andrew Rayel,Light Side Of The Harmony (FYH 200 Anthem) [FYHYM2020],0tPQlzcWl1l5YC2MLVBrsZ,16
856,Taylor Swift,my tears ricochet,1MgV7FIyNxIG7WzMRJV5HC,73
857,Ward Wills,Can’t Find the Words,2ufeC6yV0q32xfrqkTQGE3,14
858,Erica Banks,Buss It,25j0Sape7qZbq6ZPLFefTT,73
859,Arbour,Sundown,6Q9QZRk3FjWWrbz1szGh2M,14
860,Taylor Swift,the last great american dynasty,2Eeur20xVqfUoM3Q7EFPFt,73
861,Sleepy Fish,Fireplace,3uPkidnkvuQS8yI6Hz2zKo,14
862,Lil Uzi Vert,Baby Pluto,7hav1MHURQf5SAoPk0egqh,71
863,Strehlow,Lagoons,2JMTJ4Ne54SF3e71kiTjIY,14
864,Shinsei Kamattechan,Boku no Sensou - TV Size,3tRPfCFAEv6wWyQO0YnGGV,77
865,Elysian,Water (FYHYM2020),4oiTwSmpnUFrbFdmZEQ82v,15
866,Nicki Minaj,Yikes,75dLEqanQTupF3dtP9exT5,72
867,Leo Reyes,Lovecraft (FYHYM2020),731nEtEPxNbaunhZv1mNoF,15
868,BTS,Dis-ease,54DmTIv86D3sYdiawjULQ0,79
869,BT,1 AM in Paris (Year in Review 2020),5PpRDLaAJUYQyYDNSOXvmD,13
870,Nate Smith,Under My Skin,7G6eOSluX80fOpWD1ERuyF,69
871,Armin van Buuren,A State Of Trance (ASOT 997) - Outro,4AsrO3mmLgLKB1ivw9bEXM,21
872,WhoHeem,Lets Link,6fMzgFFGzWCwiHMzDzNpp5,67
873,Armin van Buuren,"A State Of Trance (ASOT 992) - Pre-Order: A State Of Trance Year Mix 2020, Pt. 1",25UZ8GVgOentSgIvXXWWHN,16
874,Billie Eilish,No Time To Die,73SpzrcaHk0RQPFP73vqVR,78
875,Armin van Buuren,"A State Of Trance (ASOT 992) - Pre-Order: A State Of Trance Year Mix 2020, Pt. 2",5ECn5le1W6lcBJxgtPsSas,16
876,$NOT,Like Me (feat. iann dior),706ZrLifsm0nwlucKr4kQg,72
877,ALPHA 9,Tell Me (FYHYM2020),1L2TjD0aWubpYbuZhLGaHE,14
878,Carly Pearce,Next Girl,4QpWhd7l2NrmGmfw4qGlpa,69
879,Maor Levi,One Love (FYHYM2020),4K6WP1KJnLwjRCIZO6jYn6,14
880,Studio Killers,Jenny (I Wanna Ruin Our Friendship),4JLBDUYSaOMPYND0iWeSWQ,78
881,CRi,Never Really Get There - Mixed,7LGnCsigzFh09fNjO8yWAb,17
882,Diplo,Dance with Me (feat. Thomas Rhett & Young Thug),6wXgnhpmOPEJ7cUweSyy2B,73
883,3LAU,Tokyo (feat. XIRA) - Seven Lions Remix (Mixed),0ZBhzomDdpniChHMS0AbzW,14
884,BTS,Fly To My Room,3QH8rQGNFX8VLbCgZ7uPTS,79
885,Jerro,Tunnel Vision - Mixed,4MDdJzvpaODejmxWSqBGKZ,17
886,MAX,Blueberry Eyes (feat. SUGA of BTS),5dn6QANKbf76pANGjMBida,76
